OBJECTID,BoroCode,BoroCT,BldgArea,ResArea,Res_pct,TotalPop,LowMod_Population,LoMod_pct,Eligibility,CT_text
1839,3,3057902,1939668,0,0,0,0,0,Ineligible,3057902
1500,3,3058000,1405182,1168023,83.12,4100,2435,59.39,CD Eligible,3058000
1502,3,3058400,1683850,1446681,85.92,3530,2075,58.78,CD Eligible,3058400
1503,3,3058600,1033022,729885,70.66,2690,1440,53.53,CD Eligible,3058600
1504,3,3058800,1732690,1438455,83.02,3350,1650,49.25,Ineligible,3058800
1505,3,3058901,1950833,748756,38.38,1625,635,39.08,Ineligible,3058901
1506,3,3058902,766930,0,0,0,0,0,Ineligible,3058902
1507,3,3059000,814593,592643,72.75,1720,1160,67.44,CD Eligible,3059000
1508,3,3059100,1896135,1613573,85.1,3595,1425,39.64,Ineligible,3059100
1509,3,3059200,2244905,1628181,72.53,4015,2400,59.78,CD Eligible,3059200
1510,3,3059300,1749385,907439,51.87,2120,1090,51.42,CD Eligible,3059300
1511,3,3059402,2629825,1821741,69.27,5245,2060,39.28,Ineligible,3059402
1512,3,3059403,1793084,1394667,77.78,3365,1640,48.74,Ineligible,3059403
1513,3,3059404,1669525,1458228,87.34,3810,1975,51.84,CD Eligible,3059404
1514,3,3059600,1658837,1184642,71.41,2265,1190,52.54,CD Eligible,3059600
1515,3,3059800,1467695,1313724,89.51,3520,2020,57.39,CD Eligible,3059800
1516,3,3060000,3820470,2986871,78.18,5945,2655,44.66,Ineligible,3060000
1517,3,3060600,1936635,1351038,69.76,2820,1545,54.79,CD Eligible,3060600
2146,3,3060800,2546951,1829041,71.81,3635,1825,50.21,Ineligible,3060800
1518,3,3061002,2945127,2784752,94.55,5040,2415,47.92,Ineligible,3061002
1519,3,3061003,676376,510406,75.46,1705,1265,74.19,CD Eligible,3061003
1520,3,3061004,3756256,2829038,75.32,5915,4745,80.22,CD Eligible,3061004
1521,3,3061200,1012328,861773,85.13,1060,305,28.77,Ineligible,3061200
1522,3,3061600,1894774,951003,50.19,1030,270,26.21,Ineligible,3061600
1523,3,3062000,1431094,1184934,82.8,1845,640,34.69,Ineligible,3062000
2138,3,3062200,1867856,1415820,75.8,2035,1100,54.05,CD Eligible,3062200
1860,3,3062600,1606583,1125921,70.08,2765,1675,60.58,CD Eligible,3062600
1861,3,3062800,3040758,2083555,68.52,4705,1680,35.71,Ineligible,3062800
1524,3,3063200,828946,714459,86.19,1485,555,37.37,Ineligible,3063200
1525,3,3063600,609528,501490,82.28,1240,440,35.48,Ineligible,3063600
1604,3,3082000,2838089,2179843,76.81,5200,3785,72.79,CD Eligible,3082000
1526,3,3063800,736113,608747,82.7,2040,755,37.01,Ineligible,3063800
1527,3,3064000,767859,637625,83.04,1620,350,21.6,Ineligible,3064000
1528,3,3064200,1740199,1256283,72.19,2240,1320,58.93,CD Eligible,3064200
1529,3,3064400,1075266,851073,79.15,2975,1625,54.62,CD Eligible,3064400
1530,3,3064600,974017,722959,74.22,1990,920,46.23,Ineligible,3064600
1531,3,3064800,772998,708478,91.65,2340,685,29.27,Ineligible,3064800
1532,3,3065000,872892,579555,66.39,1510,895,59.27,CD Eligible,3065000
1533,3,3065200,694069,472522,68.08,1075,500,46.51,Ineligible,3065200
1534,3,3065400,703836,640900,91.06,1450,460,31.72,Ineligible,3065400
1535,3,3065600,741024,670322,90.46,1750,455,26,Ineligible,3065600
1536,3,3065800,853888,663602,77.72,1740,640,36.78,Ineligible,3065800
1537,3,3066000,780200,674415,86.44,2070,575,27.78,Ineligible,3066000
1865,3,3066200,1070438,537455,50.21,1320,615,46.59,Ineligible,3066200
1540,3,3067600,713166,478038,67.03,1775,935,52.68,CD Eligible,3067600
1541,3,3067800,1048237,893354,85.22,3110,1160,37.3,Ineligible,3067800
1542,3,3068000,823771,552463,67.07,2155,970,45.01,Ineligible,3068000
2217,3,3066600,227970,0,0,0,0,0,Ineligible,3066600
1538,3,3067000,1052061,814642,77.43,2890,1050,36.33,Ineligible,3067000
1539,3,3067200,763119,382303,50.1,1830,870,47.54,Ineligible,3067200
1466,3,3067400,817502,663145,81.12,1835,665,36.24,Ineligible,3067400
1543,3,3068200,993720,785925,79.09,2480,1075,43.35,Ineligible,3068200
1544,3,3068600,765026,662518,86.6,1595,665,41.69,Ineligible,3068600
1545,3,3068800,735324,599933,81.59,1790,510,28.49,Ineligible,3068800
1546,3,3069000,827943,601141,72.61,1990,610,30.65,Ineligible,3069000
1547,3,3069200,937096,802340,85.62,2435,660,27.1,Ineligible,3069200
1548,3,3069601,1925341,1503430,78.09,3115,1240,39.81,Ineligible,3069601
1802,3,3069602,3241926,2556118,78.85,5245,2150,40.99,Ineligible,3069602
1549,3,3069800,4011225,565794,14.11,1330,340,25.56,Ineligible,3069800
1550,3,3070000,902736,736955,81.64,1415,620,43.82,Ineligible,3070000
2168,3,3070201,4659245,3588442,77.02,5690,1820,31.99,Ineligible,3070201
417,4,4018101,1603105,1419836,88.57,3590,2385,66.43,CD Eligible,4018101
2218,3,3070202,24231854,0,0,25,0,0,Ineligible,3070202
1551,3,3070203,0,0,0,0,0,0,Ineligible,3070203
1803,3,3070601,1706241,1251939,73.37,3060,1060,34.64,Ineligible,3070601
2169,3,3070602,29868,512,1.71,0,0,0,Ineligible,3070602
1552,3,3072000,859401,677339,78.82,2000,1010,50.5,Ineligible,3072000
1553,3,3072200,1257504,781082,62.11,3070,1760,57.33,CD Eligible,3072200
1554,3,3072400,935117,548919,58.7,1875,940,50.13,Ineligible,3072400
1555,3,3072600,1329949,707912,53.23,2405,1370,56.96,CD Eligible,3072600
1570,3,3075800,1193157,1152010,96.55,1555,1000,64.31,CD Eligible,3075800
1556,3,3072800,1671195,1353474,80.99,3790,1770,46.7,Ineligible,3072800
1557,3,3073000,953372,725727,76.12,2510,1005,40.04,Ineligible,3073000
1558,3,3073200,797212,692942,86.92,2165,1245,57.51,CD Eligible,3073200
1559,3,3073400,661702,589277,89.05,1700,640,37.65,Ineligible,3073400
1560,3,3073600,1349103,1107754,82.11,3375,1895,56.15,CD Eligible,3073600
1561,3,3073800,1434104,1127069,78.59,3600,2540,70.56,CD Eligible,3073800
1562,3,3074000,1258431,1086078,86.3,3650,1650,45.21,Ineligible,3074000
1428,3,3074200,1421674,1157255,81.4,3040,1740,57.24,CD Eligible,3074200
1563,3,3074400,940960,878476,93.36,2600,675,25.96,Ineligible,3074400
1564,3,3074600,1248653,723063,57.91,2625,945,36,Ineligible,3074600
1565,3,3074800,1308654,932447,71.25,1865,775,41.55,Ineligible,3074800
1566,3,3075000,1406638,1263435,89.82,2680,1470,54.85,CD Eligible,3075000
1567,3,3075200,890796,851945,95.64,1005,275,27.36,Ineligible,3075200
1568,3,3075400,1013132,786646,77.64,1205,455,37.76,Ineligible,3075400
1569,3,3075600,998521,941711,94.31,2020,655,32.43,Ineligible,3075600
1573,3,3076400,1815613,1729370,95.25,3600,2155,59.86,CD Eligible,3076400
1574,3,3076600,996770,943631,94.67,2045,1155,56.48,CD Eligible,3076600
1575,3,3076800,2995997,1735586,57.93,3550,2155,60.7,CD Eligible,3076800
1576,3,3077000,1522660,1250671,82.14,2435,965,39.63,Ineligible,3077000
1577,3,3077200,4026329,1605167,39.87,3240,1730,53.4,Ineligible,3077200
1578,3,3077400,2535929,1471079,58.01,3320,1935,58.28,CD Eligible,3077400
1579,3,3077600,1822242,1642611,90.14,3695,1860,50.34,Ineligible,3077600
1580,3,3078000,832284,749927,90.1,2245,820,36.53,Ineligible,3078000
1581,3,3078200,1498731,1372895,91.6,4665,3155,67.63,CD Eligible,3078200
1582,3,3078400,1294209,1190540,91.99,2315,965,41.68,Ineligible,3078400
1583,3,3078601,1165459,964858,82.79,2400,1535,63.96,CD Eligible,3078601
1584,3,3078602,1062527,981304,92.36,2075,1230,59.28,CD Eligible,3078602
1585,3,3078801,941753,764760,81.21,2020,1670,82.67,CD Eligible,3078801
1586,3,3078802,646660,495216,76.58,1640,1190,72.56,CD Eligible,3078802
1587,3,3079001,705500,570342,80.84,1685,1265,75.07,CD Eligible,3079001
1588,3,3079002,1511408,1361819,90.1,3185,2245,70.49,CD Eligible,3079002
1589,3,3079201,1637049,1066534,65.15,1160,805,69.4,CD Eligible,3079201
1590,3,3079202,1338473,1006709,75.21,2330,1560,66.95,CD Eligible,3079202
1591,3,3079400,2461656,759280,30.84,1630,970,59.51,Ineligible,3079400
1592,3,3079601,2055500,1921500,93.48,3590,2160,60.17,CD Eligible,3079601
1593,3,3079602,2672740,2349864,87.92,4950,2875,58.08,CD Eligible,3079602
1594,3,3079801,1715642,1567029,91.34,3125,1640,52.48,CD Eligible,3079801
1756,3,3079802,2714793,2463966,90.76,5200,2945,56.63,CD Eligible,3079802
1595,3,3080000,1879903,1556967,82.82,3420,1360,39.77,Ineligible,3080000
1596,3,3080200,2361347,1972732,83.54,4765,2460,51.63,CD Eligible,3080200
1597,3,3080400,2124507,1620243,76.26,3140,1955,62.26,CD Eligible,3080400
1598,3,3080600,1734946,1361875,78.5,3170,1975,62.3,CD Eligible,3080600
1599,3,3080800,3754514,575092,15.32,840,790,94.05,Ineligible,3080800
1600,3,3081000,1772408,1070202,60.38,2100,1420,67.62,CD Eligible,3081000
1601,3,3081400,1178619,879946,74.66,2480,1330,53.63,CD Eligible,3081400
1602,3,3081600,2324380,930088,40.01,2570,1495,58.17,Ineligible,3081600
1603,3,3081800,2736170,2325793,85,4090,2025,49.51,Ineligible,3081800
1605,3,3082200,3909783,3487903,89.21,7060,4640,65.72,CD Eligible,3082200
1606,3,3082400,2508109,2119678,84.51,4790,2805,58.56,CD Eligible,3082400
1607,3,3082600,2101214,1820909,86.66,4425,3120,70.51,CD Eligible,3082600
1608,3,3082800,1764016,1401453,79.45,3780,2200,58.2,CD Eligible,3082800
1609,3,3083000,2154383,2045746,94.96,6560,3950,60.21,CD Eligible,3083000
1610,3,3083200,837513,731899,87.39,1995,1150,57.64,CD Eligible,3083200
1611,3,3083400,657704,593701,90.27,1515,760,50.17,Ineligible,3083400
1612,3,3083600,1269301,515286,40.6,2050,1105,53.9,Ineligible,3083600
1613,3,3083800,907664,703278,77.48,2105,920,43.71,Ineligible,3083800
1614,3,3084000,1088814,728455,66.9,2690,1600,59.48,CD Eligible,3084000
1615,3,3084600,981789,638325,65.02,1890,915,48.41,Ineligible,3084600
1616,3,3084800,757837,577460,76.2,1585,720,45.43,Ineligible,3084800
1617,3,3085000,594343,455500,76.64,1610,885,54.97,CD Eligible,3085000
1618,3,3085200,7948,0,0,25,0,0,Ineligible,3085200
1619,3,3085400,719748,615266,85.48,1990,1145,57.54,CD Eligible,3085400
1620,3,3085600,1567795,1315443,83.9,3645,2315,63.51,CD Eligible,3085600
524,4,4040502,610582,404483,66.25,2180,1535,70.41,CD Eligible,4040502
1621,3,3085800,869389,753424,86.66,2050,1035,50.49,Ineligible,3085800
1622,3,3086000,1335770,1105637,82.77,3475,1605,46.19,Ineligible,3086000
1623,3,3086200,1225652,1031442,84.15,2835,1960,69.14,CD Eligible,3086200
1985,3,3086400,891007,704380,79.05,2520,1430,56.75,CD Eligible,3086400
1624,3,3086600,1420157,1118982,78.79,3105,1565,50.4,Ineligible,3086600
1625,3,3086800,1492288,1076895,72.16,3530,2805,79.46,CD Eligible,3086800
1626,3,3087000,1265186,995451,78.68,2925,1785,61.03,CD Eligible,3087000
1627,3,3087200,1142772,1010492,88.42,2820,1895,67.2,CD Eligible,3087200
1628,3,3087401,1392881,1211258,86.96,3980,2495,62.69,CD Eligible,3087401
1629,3,3087600,1028346,689394,67.04,1745,1215,69.63,CD Eligible,3087600
1630,3,3087800,1700860,800192,47.05,2255,1345,59.65,Ineligible,3087800
1631,3,3088001,992977,808062,81.38,1430,830,58.04,CD Eligible,3088001
1632,3,3088002,777696,401714,51.65,1225,535,43.67,Ineligible,3088002
1633,3,3088200,2746246,2303251,83.87,6150,4860,79.02,CD Eligible,3088200
1634,3,3088400,1813979,1612554,88.9,4685,3345,71.4,CD Eligible,3088400
1989,3,3088600,1882800,1520804,80.77,3835,3055,79.66,CD Eligible,3088600
1704,3,3116600,1328258,1080868,81.37,2985,2015,67.5,CD Eligible,3116600
1635,3,3088800,1584040,1243318,78.49,4045,2455,60.69,CD Eligible,3088800
1636,3,3089000,3342041,1755070,52.51,5115,3600,70.38,CD Eligible,3089000
1637,3,3089200,1867086,1326120,71.03,3135,2940,93.78,CD Eligible,3089200
1638,3,3089400,1433138,1274636,88.94,3090,2360,76.38,CD Eligible,3089400
1639,3,3089600,1705984,1442088,84.53,2995,2475,82.64,CD Eligible,3089600
1640,3,3089800,819582,714161,87.14,1905,1215,63.78,CD Eligible,3089800
1641,3,3090000,2645639,1975293,74.66,4125,3295,79.88,CD Eligible,3090000
1642,3,3090200,1793404,1415774,78.94,1980,1495,75.51,CD Eligible,3090200
1643,3,3090600,2367128,1618248,68.36,3275,3005,91.76,CD Eligible,3090600
1993,3,3090800,3018127,1757927,58.25,1955,1525,78.01,CD Eligible,3090800
1899,3,3093400,945144,648624,68.63,2495,1170,46.89,Ineligible,3093400
1644,3,3091000,2295905,2001376,87.17,4200,3535,84.17,CD Eligible,3091000
1646,3,3091200,3794796,3080697,81.18,5545,4355,78.54,CD Eligible,3091200
1647,3,3091600,2053385,1866373,90.89,3175,2705,85.2,CD Eligible,3091600
1648,3,3091800,1361638,987513,72.52,2170,1415,65.21,CD Eligible,3091800
2293,3,3092000,1904144,1622743,85.22,2225,1870,84.04,CD Eligible,3092000
2292,3,3092200,1716946,1271785,74.07,2390,1800,75.31,CD Eligible,3092200
1649,3,3092400,2637105,1315411,49.88,2090,1755,83.97,Ineligible,3092400
1901,3,3092800,1155532,830832,71.9,2745,1310,47.72,Ineligible,3092800
1650,3,3093000,1245361,702444,56.4,3105,1385,44.61,Ineligible,3093000
1651,3,3093200,1467588,352104,23.99,1035,705,68.12,Ineligible,3093200
1900,3,3093600,1053218,508973,48.33,1595,835,52.35,Ineligible,3093600
1652,3,3093800,925338,799816,86.44,2555,1070,41.88,Ineligible,3093800
1653,3,3094401,1866157,1123374,60.2,3380,1610,47.63,Ineligible,3094401
1654,3,3094402,987819,987444,99.96,3125,2855,91.36,CD Eligible,3094402
1645,3,3094600,1535193,543369,35.39,2100,1045,49.76,Ineligible,3094600
1655,3,3095000,1631585,950824,58.28,2445,930,38.04,Ineligible,3095000
1836,3,3095400,1681845,1543803,91.79,4080,1470,36.03,Ineligible,3095400
1656,3,3095600,1564106,1205449,77.07,4435,2390,53.89,CD Eligible,3095600
1657,3,3095800,1312905,1078775,82.17,3090,1610,52.1,CD Eligible,3095800
1440,3,3099200,640902,563218,87.88,2250,1070,47.56,Ineligible,3099200
1668,3,3099400,754469,600942,79.65,1995,735,36.84,Ineligible,3099400
1837,3,3096000,1510598,0,0,0,0,0,Ineligible,3096000
1658,3,3096200,848849,455885,53.71,1800,965,53.61,CD Eligible,3096200
1659,3,3096400,903170,649926,71.96,2035,760,37.35,Ineligible,3096400
1660,3,3096600,807047,641921,79.54,2760,1735,62.86,CD Eligible,3096600
1661,3,3096800,702163,426754,60.78,1530,830,54.25,CD Eligible,3096800
1662,3,3097000,824485,611383,74.15,2715,1415,52.12,CD Eligible,3097000
1663,3,3097400,1197934,531290,44.35,1965,850,43.26,Ineligible,3097400
2179,3,3098200,1402424,1306094,93.13,4535,4070,89.75,CD Eligible,3098200
1664,3,3098400,876038,618028,70.55,2165,810,37.41,Ineligible,3098400
1665,3,3098600,967760,728024,75.23,2665,1355,50.84,Ineligible,3098600
1666,3,3098800,1055729,768473,72.79,3030,1330,43.89,Ineligible,3098800
1667,3,3099000,769897,422031,54.82,1685,850,50.45,Ineligible,3099000
1840,3,3099600,1528663,1093626,71.54,3685,2030,55.09,CD Eligible,3099600
1841,3,3099800,1528498,1239668,81.1,3620,1535,42.4,Ineligible,3099800
1669,3,3100400,1037236,837208,80.72,2640,1205,45.64,Ineligible,3100400
1670,3,3100600,835339,647191,77.48,2740,955,34.85,Ineligible,3100600
1671,3,3100800,788552,541039,68.61,2085,970,46.52,Ineligible,3100800
1672,3,3101000,819538,645348,78.75,2375,1205,50.74,Ineligible,3101000
1673,3,3101200,652393,486516,74.57,2265,1135,50.11,Ineligible,3101200
1674,3,3101400,687069,492441,71.67,2140,1170,54.67,CD Eligible,3101400
1675,3,3101600,623119,450506,72.3,1585,520,32.81,Ineligible,3101600
1676,3,3101800,898536,630919,70.22,2230,745,33.41,Ineligible,3101800
1677,3,3102000,725897,632600,87.15,2285,485,21.23,Ineligible,3102000
1678,3,3102200,764424,592970,77.57,2150,1255,58.37,CD Eligible,3102200
1679,3,3102400,699870,615201,87.9,2325,1190,51.18,CD Eligible,3102400
1680,3,3102600,1050193,898352,85.54,3000,1340,44.67,Ineligible,3102600
1682,3,3102801,797545,492343,61.73,1640,515,31.4,Ineligible,3102801
2170,3,3102802,10592,1461,13.79,0,0,0,Ineligible,3102802
1683,3,3103401,1710726,1526800,89.25,3875,3395,87.61,CD Eligible,3103401
2171,3,3103402,1751869,0,0,0,0,0,Ineligible,3103402
1684,3,3105801,4995130,4106480,82.21,5795,5220,90.08,CD Eligible,3105801
1742,3,3105804,5016704,3663443,73.02,6555,5215,79.56,CD Eligible,3105804
1692,3,3112600,1748633,1376566,78.72,3450,2165,62.75,CD Eligible,3112600
2181,3,3107001,5500608,2595080,47.18,2615,2000,76.48,Ineligible,3107001
1743,3,3107002,5333,0,0,0,0,0,Ineligible,3107002
1685,3,3107003,211146,0,0,0,0,0,Ineligible,3107003
1686,3,3107800,2832725,1455157,51.37,4515,2545,56.37,CD Eligible,3107800
2295,3,3109800,4455351,625194,14.03,2095,1485,70.88,Ineligible,3109800
1693,3,3112800,1666246,1244937,74.72,3580,2610,72.91,CD Eligible,3112800
1694,3,3113000,1886679,1556291,82.49,3790,2425,63.98,CD Eligible,3113000
2180,3,3110400,4023320,1438573,35.76,4320,3295,76.27,Ineligible,3110400
1687,3,3110600,2030987,2002084,98.58,4300,3990,92.79,CD Eligible,3110600
1688,3,3111000,1076825,924881,85.89,2890,2880,99.65,CD Eligible,3111000
1689,3,3111600,2928346,1005163,34.33,3190,1540,48.28,Ineligible,3111600
1927,3,3111800,1163094,928283,79.81,3735,2830,75.77,CD Eligible,3111800
1928,3,3112000,1090065,960637,88.13,3225,2220,68.84,CD Eligible,3112000
1690,3,3112200,1179246,947978,80.39,2835,2280,80.42,CD Eligible,3112200
1691,3,3112400,1455333,1214311,83.44,3240,2530,78.09,CD Eligible,3112400
1695,3,3113200,1390645,1137810,81.82,1880,1095,58.24,CD Eligible,3113200
1696,3,3113400,1719728,1168929,67.97,2205,2005,90.93,CD Eligible,3113400
2007,3,3114201,1124579,538246,47.86,1325,845,63.77,Ineligible,3114201
1697,3,3114202,904622,799486,88.38,3040,1900,62.5,CD Eligible,3114202
2307,3,3114400,2904724,700404,24.11,2175,1515,69.66,Ineligible,3114400
2008,3,3114600,1070763,914004,85.36,2810,1740,61.92,CD Eligible,3114600
1698,3,3115000,1102443,887548,80.51,2700,1970,72.96,CD Eligible,3115000
1699,3,3115200,1189365,991041,83.33,3050,2150,70.49,CD Eligible,3115200
1700,3,3115600,2266400,1538070,67.86,4175,3745,89.7,CD Eligible,3115600
1681,3,3115800,1079916,950222,87.99,2740,1755,64.05,CD Eligible,3115800
1701,3,3116000,849493,800905,94.28,2610,2100,80.46,CD Eligible,3116000
1702,3,3116200,884344,805636,91.1,2710,1665,61.44,CD Eligible,3116200
1703,3,3116400,1104754,925455,83.77,3490,2135,61.17,CD Eligible,3116400
1705,3,3116800,1064921,698011,65.55,2105,1545,73.4,CD Eligible,3116800
1706,3,3117000,1344473,628817,46.77,2060,1695,82.28,Ineligible,3117000
1707,3,3117201,825663,745237,90.26,2190,1420,64.84,CD Eligible,3117201
1708,3,3117202,1171847,1021727,87.19,3940,2895,73.48,CD Eligible,3117202
1709,3,3117400,1379188,1139514,82.62,3905,2650,67.86,CD Eligible,3117400
1710,3,3117601,980265,723847,73.84,3330,2030,60.96,CD Eligible,3117601
2193,3,3117602,1075911,856763,79.63,2695,1905,70.69,CD Eligible,3117602
1711,3,3117800,1399822,938873,67.07,1650,1405,85.15,CD Eligible,3117800
1712,3,3118000,433410,0,0,0,0,0,Ineligible,3118000
1713,3,3118201,958220,732240,76.42,2885,1845,63.95,CD Eligible,3118201
1714,3,3118202,885962,753498,85.05,3480,2190,62.93,CD Eligible,3118202
2194,3,3118400,1672086,1268527,75.86,4815,3810,79.13,CD Eligible,3118400
1966,3,3118600,872722,729737,83.62,2920,1895,64.9,CD Eligible,3118600
1715,3,3118800,1393134,1069687,76.78,4750,3275,68.95,CD Eligible,3118800
1716,3,3119000,684915,521290,76.11,2220,1780,80.18,CD Eligible,3119000
1717,3,3119200,1785624,1240806,69.49,3040,2075,68.26,CD Eligible,3119200
1718,3,3119400,1431995,1210509,84.53,5365,4170,77.73,CD Eligible,3119400
1719,3,3119600,2469492,1665108,67.43,4805,3640,75.75,CD Eligible,3119600
2308,3,3119800,3106122,1368215,44.05,2895,1815,62.69,Ineligible,3119800
1720,3,3120000,937712,652751,69.61,2435,1870,76.8,CD Eligible,3120000
1721,3,3120200,537485,418998,77.96,2075,1490,71.81,CD Eligible,3120200
1722,3,3120801,1256845,1049818,83.53,5080,2310,45.47,Ineligible,3120801
1723,3,3120802,370380,345920,93.4,4140,3585,86.59,CD Eligible,3120802
1724,3,3120803,733172,529987,72.29,1960,1070,54.59,CD Eligible,3120803
328,4,4000800,1026128,985455,96.04,3145,1725,54.85,CD Eligible,4000800
1725,3,3121000,1140688,1136208,99.61,4205,3760,89.42,CD Eligible,3121000
1726,3,3121400,1647240,1647240,100,4345,3750,86.31,CD Eligible,3121400
2182,3,3122000,3898910,2386370,61.21,6090,4620,75.86,CD Eligible,3122000
1727,3,3123700,4912726,2455341,49.98,7130,5810,81.49,Ineligible,3123700
1800,3,3150200,1904241,1063929,55.87,2605,630,24.18,Ineligible,3150200
1759,3,3152200,2246121,1916357,85.32,3620,750,20.72,Ineligible,3152200
327,4,4000702,3771468,2260949,59.95,3205,1190,37.13,Ineligible,4000702
2068,3,3990100,0,0,0,0,0,0,Ineligible,3990100
918,4,4000101,6768589,5630127,83.18,4810,975,20.27,Ineligible,4000101
900,4,4000102,4515043,3931907,87.08,5115,445,8.7,Ineligible,4000102
895,4,4000103,1031984,15596,1.51,0,0,0,Ineligible,4000103
984,4,4000104,5554939,0,0,0,0,0,Ineligible,4000104
324,4,4000200,1028870,895765,87.06,2640,1530,57.95,CD Eligible,4000200
325,4,4000400,1410070,1195283,84.77,4280,2640,61.68,CD Eligible,4000400
326,4,4000600,1151924,1028720,89.3,4030,2120,52.61,CD Eligible,4000600
1000,4,4000701,2794087,1773377,63.47,2690,740,27.51,Ineligible,4000701
525,4,4040701,794022,579914,73.04,3785,3700,97.75,CD Eligible,4040701
329,4,4001000,1123667,994698,88.52,4470,1935,43.29,Ineligible,4001000
330,4,4001200,1634058,1350746,82.66,3610,1955,54.16,CD Eligible,4001200
1868,4,4001400,1384361,1257549,90.84,4080,2355,57.72,CD Eligible,4001400
331,4,4001600,992386,842237,84.87,2315,1025,44.28,Ineligible,4001600
1862,4,4001800,1139696,955144,83.81,2600,1210,46.54,Ineligible,4001800
1001,4,4001901,4904868,2381599,48.56,995,255,25.63,Ineligible,4001901
1829,4,4001902,9299630,6893978,74.13,3375,855,25.33,Ineligible,4001902
1007,4,4001903,8412862,3312687,39.38,1515,435,28.71,Ineligible,4001903
1870,4,4002000,675103,570817,84.55,1570,705,44.9,Ineligible,4002000
1869,4,4002200,885999,753242,85.02,2215,1075,48.53,Ineligible,4002200
332,4,4002400,913064,698971,76.55,2285,1340,58.64,CD Eligible,4002400
372,4,4011200,1113972,705258,63.31,2235,1115,49.89,Ineligible,4011200
991,4,4002500,2222533,2174450,97.84,6640,6130,92.32,CD Eligible,4002500
316,4,4002600,874150,778106,89.01,2125,620,29.18,Ineligible,4002600
334,4,4002800,1264700,928559,73.42,3455,1700,49.2,Ineligible,4002800
335,4,4003000,547190,517591,94.59,1610,1005,62.42,CD Eligible,4003000
336,4,4003100,2610532,1235827,47.34,1100,610,55.45,Ineligible,4003100
337,4,4003200,688848,473100,68.68,1785,1035,57.98,CD Eligible,4003200
1009,4,4003301,5524643,3484705,63.08,2370,485,20.46,Ineligible,4003301
338,4,4003302,3255024,513490,15.78,1210,930,76.86,Ineligible,4003302
1953,4,4003400,919431,613304,66.7,2525,1340,53.07,CD Eligible,4003400
1824,4,4003600,961213,882795,91.84,3550,1720,48.45,Ineligible,4003600
359,4,4008300,1870790,1357985,72.59,2225,1125,50.56,Ineligible,4008300
1882,4,4003700,637037,316628,49.7,0,0,0,Ineligible,4003700
2224,4,4003800,1106831,710303,64.17,2730,1670,61.17,CD Eligible,4003800
1784,4,4003900,1307310,412753,31.57,1270,965,75.98,Ineligible,4003900
2225,4,4004001,966612,693825,71.78,2085,1065,51.08,CD Eligible,4004001
339,4,4004002,665901,367818,55.24,1585,1075,67.82,CD Eligible,4004002
340,4,4004200,1280546,1004393,78.43,3865,2285,59.12,CD Eligible,4004200
341,4,4004300,1343758,895732,66.66,2160,2095,96.99,CD Eligible,4004300
886,4,4004401,1156637,933126,80.68,3870,2535,65.5,CD Eligible,4004401
342,4,4004500,2515110,1859332,73.93,2965,1385,46.71,Ineligible,4004500
371,4,4011100,1194648,1061357,88.84,3165,1435,45.34,Ineligible,4011100
343,4,4004700,1595125,1369879,85.88,3650,2665,73.01,CD Eligible,4004700
344,4,4005000,5540,0,0,0,0,0,Ineligible,4005000
345,4,4005100,2032365,1210794,59.58,1730,1240,71.68,CD Eligible,4005100
346,4,4005200,766922,691548,90.17,2845,1625,57.12,CD Eligible,4005200
347,4,4005300,2413167,2100075,87.03,5040,2385,47.32,Ineligible,4005300
832,4,4005400,2016573,1601073,79.4,5900,2915,49.41,Ineligible,4005400
348,4,4005500,2224045,608502,27.36,1025,515,50.24,Ineligible,4005500
349,4,4005700,3207554,1461707,45.57,4230,2795,66.08,Ineligible,4005700
887,4,4005800,2375176,1892510,79.68,6225,3270,52.53,CD Eligible,4005800
815,4,4005900,1974897,1543010,78.13,3765,2080,55.25,CD Eligible,4005900
816,4,4006100,2978693,2418595,81.2,5500,2640,48,Ineligible,4006100
1975,4,4008100,1596644,1403044,87.87,1220,685,56.15,CD Eligible,4008100
1762,4,4006201,2925717,2783862,95.15,5670,3095,54.59,CD Eligible,4006201
1012,4,4006202,3084830,2438185,79.04,5755,3880,67.42,CD Eligible,4006202
350,4,4006300,2930755,2315857,79.02,5920,2780,46.96,Ineligible,4006300
351,4,4006501,1711438,1535325,89.71,3185,1645,51.65,CD Eligible,4006501
352,4,4006502,1934428,1617622,83.62,3795,2085,54.94,CD Eligible,4006502
353,4,4006900,2743060,2141056,78.05,3500,1325,37.86,Ineligible,4006900
354,4,4007100,2237821,1702693,76.09,3215,1635,50.86,Ineligible,4007100
355,4,4007300,2613385,2040717,78.09,3860,1865,48.32,Ineligible,4007300
356,4,4007500,2356625,2152511,91.34,3955,1830,46.27,Ineligible,4007500
357,4,4007700,1308645,929080,71,1880,945,50.27,Ineligible,4007700
333,4,4007900,1675143,1409663,84.15,2660,1555,58.46,CD Eligible,4007900
360,4,4008500,2967836,301618,10.16,910,640,70.33,Ineligible,4008500
833,4,4008600,1363710,952839,69.87,2795,1345,48.12,Ineligible,4008600
1976,4,4008700,3478477,3073722,88.36,3535,3125,88.4,CD Eligible,4008700
1011,4,4008800,1509802,1277275,84.6,3650,1130,30.96,Ineligible,4008800
974,4,4009100,1385924,1102772,79.57,2165,780,36.03,Ineligible,4009100
361,4,4009400,1021976,802711,78.54,2815,1470,52.22,CD Eligible,4009400
