OBJECTID,BoroCode,BoroCT,BldgArea,ResArea,Res_pct,TotalPop,LowMod_Population,LoMod_pct,Eligibility,CT_text
1768,5,5014605,2061787,1847012,89.58,3805,1205,31.67,Ineligible,5014605
1735,5,5014606,3312107,2971410,89.71,5730,1410,24.61,Ineligible,5014606
1051,5,5014607,2343426,2044302,87.24,4720,1750,37.08,Ineligible,5014607
1052,5,5014608,1738051,1550004,89.18,3265,910,27.87,Ineligible,5014608
1832,5,5014700,2341308,1843129,78.72,3180,910,28.62,Ineligible,5014700
1047,5,5015100,2976508,2574607,86.5,5590,1385,24.78,Ineligible,5015100
1053,5,5015400,11359,0,0,0,0,0,Ineligible,5015400
1054,5,5015601,3808359,3237715,85.02,6050,1365,22.56,Ineligible,5015601
1055,5,5015602,2070496,1801854,87.03,3320,985,29.67,Ineligible,5015602
1894,5,5015603,2592466,2308004,89.03,4635,1895,40.88,Ineligible,5015603
1056,5,5016901,1720420,1341213,77.96,3670,1105,30.11,Ineligible,5016901
2105,5,5017005,3091541,2661731,86.1,4905,1985,40.47,Ineligible,5017005
1057,5,5017007,2552447,2435067,95.4,6210,2630,42.35,Ineligible,5017007
1059,5,5017009,2751631,2454390,89.2,4710,1840,39.07,Ineligible,5017009
1060,5,5017011,2431717,2237430,92.01,4505,1585,35.18,Ineligible,5017011
1061,5,5017012,2267943,2042089,90.04,4020,1345,33.46,Ineligible,5017012
1062,5,5017013,2208438,2000886,90.6,4510,2515,55.76,CD Eligible,5017013
1918,5,5031901,1279448,1009765,78.92,3295,2530,76.78,CD Eligible,5031901
1064,5,5017014,2495247,2191233,87.82,4475,1655,36.98,Ineligible,5017014
1065,5,5017015,1408587,1335193,94.79,2490,670,26.91,Ineligible,5017015
1804,5,5017016,2283426,2193767,96.07,4405,1430,32.46,Ineligible,5017016
1066,5,5017300,1306523,1135663,86.92,2325,1305,56.13,CD Eligible,5017300
2106,5,5017600,4387736,3893912,88.75,4885,1070,21.9,Ineligible,5017600
1067,5,5017701,5109035,4372692,85.59,3450,760,22.03,Ineligible,5017701
1068,5,5017702,1574561,1416531,89.96,2565,840,32.75,Ineligible,5017702
1071,5,5018704,1739897,1398793,80.4,2980,1025,34.4,Ineligible,5018704
1069,5,5018100,4361355,2416106,55.4,2795,935,33.45,Ineligible,5018100
1070,5,5018701,913852,801375,87.69,1780,630,35.39,Ineligible,5018701
1063,5,5018703,1557644,1301705,83.57,4120,1615,39.2,Ineligible,5018703
2172,5,5020701,1256442,1029983,81.98,3120,1630,52.24,CD Eligible,5020701
1072,5,5018901,3004161,2500980,83.25,4530,1205,26.6,Ineligible,5018901
1073,5,5018902,2390328,2122671,88.8,5740,2120,36.93,Ineligible,5018902
1074,5,5019700,905343,883459,97.58,1755,630,35.9,Ineligible,5019700
2045,5,5019800,6326943,4399324,69.53,6965,2640,37.9,Ineligible,5019800
1075,5,5020100,1847541,1473786,79.77,3655,1400,38.3,Ineligible,5020100
1077,5,5020702,2354442,1069627,45.43,2110,1415,67.06,Ineligible,5020702
2046,5,5020803,4123323,3817113,92.57,7565,2735,36.15,Ineligible,5020803
1078,5,5020804,3506992,3047410,86.9,6220,2555,41.08,Ineligible,5020804
2042,5,5027702,7077359,3087059,43.62,6460,3295,51.01,Ineligible,5027702
1079,5,5020805,3870363,3182571,82.23,6340,1935,30.52,Ineligible,5020805
1080,5,5020806,1794809,1541393,85.88,2080,960,46.15,Ineligible,5020806
2173,5,5021300,2459776,1915175,77.86,4800,2565,53.44,CD Eligible,5021300
1042,5,5022300,1693942,1116828,65.93,2725,1880,68.99,CD Eligible,5022300
1091,5,5027704,2004344,1970836,98.33,4605,2065,44.84,Ineligible,5027704
1082,5,5022601,3870447,3554454,91.84,6830,1360,19.91,Ineligible,5022601
1083,5,5022801,615781,29834,4.84,25,10,40,Ineligible,5022801
1092,5,5027705,2567138,2385787,92.94,6115,2980,48.73,Ineligible,5027705
1971,5,5022602,4761441,1089698,22.89,1415,610,43.11,Ineligible,5022602
1087,5,5024402,2915322,2744206,94.13,4965,1730,34.84,Ineligible,5024402
1778,5,5024700,1536432,999423,65.05,3150,1540,48.89,Ineligible,5024700
2119,5,5022802,213917,837,0.39,0,0,0,Ineligible,5022802
1048,5,5023100,1902015,1520354,79.93,4975,3210,64.52,CD Eligible,5023100
1085,5,5023900,1674905,1144257,68.32,3780,1825,48.28,Ineligible,5023900
1086,5,5024401,4348901,3751532,86.26,5910,1935,32.74,Ineligible,5024401
1972,5,5024800,3442962,2475865,71.91,4880,1910,39.14,Ineligible,5024800
1088,5,5025100,3237168,2634552,81.38,5785,1070,18.5,Ineligible,5025100
1089,5,5027301,3622847,2280829,62.96,3675,1485,40.41,Ineligible,5027301
1090,5,5027302,2061664,1656886,80.37,4200,2245,53.45,CD Eligible,5027302
1098,5,5027900,1779947,1372943,77.13,1735,380,21.9,Ineligible,5027900
2290,5,5029102,7509721,1397453,18.61,3100,1450,46.77,Ineligible,5029102
2009,5,5029104,3714444,2914926,78.48,7195,2630,36.55,Ineligible,5029104
1099,5,5029105,3874718,1973698,50.94,4410,1480,33.56,Ineligible,5029105
1787,5,5029106,1584464,1493874,94.28,3510,1075,30.63,Ineligible,5029106
1967,5,5030301,2281001,1972821,86.49,5140,2370,46.11,Ineligible,5030301
1100,5,5030302,2813608,2286663,81.27,6565,3125,47.6,Ineligible,5030302
1093,5,5031902,2337378,1756645,75.15,4935,2605,52.79,CD Eligible,5031902
2291,5,5032300,2401728,455278,18.96,1200,435,36.25,Ineligible,5032300
2067,5,5990100,0,0,0,0,0,0,Ineligible,5990100
